Date,Industry,ret
1949-05-01,Shops,0.19
1949-05-01,Hlth,-1.88
1949-05-01,Enrgy,-5.63
1949-05-01,Other,-2.67
1949-06-01,Enrgy,-1.18
1949-06-01,Manuf,0.23
1949-06-01,NoDur,1.02
1949-06-01,Utils,-0.93
1949-06-01,HiTec,0.11
1949-06-01,Shops,2.86
1949-06-01,Other,-1.37
1949-06-01,Telcm,1.12
1949-06-01,Hlth,2.16
1949-06-01,Durbl,1.29
1949-07-01,Hlth,6.0
1949-07-01,Durbl,9.43
1949-07-01,HiTec,6.9
1949-07-01,Other,4.19
1949-07-01,Manuf,5.94
1949-07-01,NoDur,4.94
1949-07-01,Utils,4.74
1949-07-01,Telcm,2.41
1949-07-01,Enrgy,6.24
1949-07-01,Shops,5.16
1949-08-01,Other,1.45
1949-08-01,Manuf,2.17
1949-08-01,HiTec,0.75
1949-08-01,NoDur,3.97
1949-08-01,Hlth,0.19
1949-08-01,Telcm,0.98
1949-08-01,Durbl,2.31
1949-08-01,Utils,3.68
1949-08-01,Enrgy,5.49
1949-08-01,Shops,1.5
1949-09-01,NoDur,2.83
1949-09-01,HiTec,3.65
1949-09-01,Utils,4.05
1949-09-01,Telcm,1.23
1949-09-01,Hlth,1.86
1949-09-01,Durbl,2.65
1949-09-01,Shops,2.32
1949-09-01,Manuf,3.93
1949-09-01,Enrgy,3.03
1949-09-01,Other,3.4
1949-10-01,HiTec,3.74
1949-10-01,Utils,1.31
1949-10-01,Shops,0.66
1949-10-01,Other,2.44
1949-10-01,Telcm,1.88
1949-10-01,Hlth,3.38
1949-10-01,NoDur,1.53
1949-10-01,Enrgy,3.71
1949-10-01,Manuf,4.34
1949-10-01,Durbl,7.34
1949-11-01,Hlth,4.81
1949-11-01,Durbl,4.75
1949-11-01,Other,1.21
1949-11-01,Enrgy,-2.77
1949-11-01,HiTec,3.9
1949-11-01,Telcm,1.67
1949-11-01,NoDur,1.84
1949-11-01,Shops,2.1
1949-11-01,Manuf,3.24
1949-11-01,Utils,3.28
1949-12-01,Manuf,6.5
1949-12-01,Enrgy,1.09
1949-12-01,Utils,3.25
1949-12-01,NoDur,5.13
1949-12-01,Hlth,8.7
1949-12-01,HiTec,9.17
1949-12-01,Other,7.17
1949-12-01,Shops,4.76
1949-12-01,Telcm,1.59
1949-12-01,Durbl,8.27
1950-01-01,Manuf,1.98
1950-01-01,Telcm,1.86
1950-01-01,HiTec,4.53
1950-01-01,Enrgy,-0.64
1950-01-01,Utils,3.75
1950-01-01,Durbl,1.87
1950-01-01,Shops,0.43
1950-01-01,Other,3.19
1950-01-01,Hlth,1.06
1950-01-01,NoDur,1.37
1950-02-01,HiTec,3.4
1950-02-01,Utils,2.4
1950-02-01,Telcm,0.66
1950-02-01,Shops,2.32
1950-02-01,NoDur,0.53
1950-02-01,Hlth,1.92
1950-02-01,Other,1.02
1950-02-01,Manuf,1.94
1950-02-01,Durbl,3.49
1950-02-01,Enrgy,-0.53
1950-03-01,NoDur,-0.56
1950-03-01,Shops,-0.17
1950-03-01,Other,-0.68
1950-03-01,Utils,0.56
1950-03-01,Hlth,-2.9
1950-03-01,HiTec,2.42
1950-03-01,Manuf,0.81
1950-03-01,Telcm,4.57
1950-03-01,Durbl,1.86
1950-03-01,Enrgy,4.85
1950-04-01,Enrgy,3.23
1950-04-01,Other,1.5
1950-04-01,HiTec,4.73
1950-04-01,Durbl,10.57
1950-04-01,Shops,-0.36
1950-04-01,Telcm,2.37
1950-04-01,NoDur,0.14
1950-04-01,Utils,0.95
1950-04-01,Manuf,7.45
1950-04-01,Hlth,5.52
1950-05-01,Utils,1.83
1950-05-01,Hlth,3.96
1950-05-01,Shops,3.16
1950-05-01,Other,1.36
1950-05-01,Telcm,1.97
1950-05-01,Durbl,6.44
1950-05-01,Enrgy,8.8
1950-05-01,NoDur,2.07
1950-05-01,Manuf,5.98
1950-05-01,HiTec,0.23
1950-06-01,Durbl,-4.04
1950-06-01,Other,-6.8
1950-06-01,Utils,-7.66
1950-06-01,Hlth,-4.19
1950-06-01,Shops,-4.42
1950-06-01,HiTec,-7.96
1950-06-01,Telcm,-4.28
1950-06-01,Enrgy,-4.52
1950-06-01,Manuf,-6.55
1950-06-01,NoDur,-5.69
1950-07-01,Hlth,-6.94
1950-07-01,Manuf,2.14
1950-07-01,Other,7.49
1950-07-01,Utils,-5.23
1950-07-01,Shops,-0.96
1950-07-01,HiTec,-2.92
1950-07-01,Enrgy,8.81
1950-07-01,Telcm,-1.33
1950-07-01,NoDur,0.44
1950-07-01,Durbl,-2.71
1950-08-01,NoDur,3.94
1950-08-01,Manuf,6.34
1950-08-01,Utils,3.39
1950-08-01,Shops,4.38
1950-08-01,HiTec,5.26
1950-08-01,Durbl,9.23
1950-08-01,Telcm,2.56
1950-08-01,Enrgy,4.32
1950-08-01,Hlth,3.68
1950-08-01,Other,2.3
1950-09-01,Durbl,8.79
1950-09-01,Utils,4.51
1950-09-01,HiTec,5.01
1950-09-01,Shops,8.46
1950-09-01,Hlth,6.15
1950-09-01,Other,6.52
1950-09-01,Manuf,4.5
1950-09-01,Enrgy,3.53
1950-09-01,NoDur,4.88
1950-09-01,Telcm,-0.46
1950-10-01,Telcm,0.21
1950-10-01,Hlth,-1.76
1950-10-01,Other,-1.52
1950-10-01,HiTec,-1.49
1950-10-01,NoDur,-0.37
1950-10-01,Durbl,0.61
1950-10-01,Manuf,0.46
1950-10-01,Shops,0.84
1950-10-01,Utils,-0.74
1950-10-01,Enrgy,0.29
1950-11-01,Telcm,-0.24
1950-11-01,Manuf,5.94
1950-11-01,Utils,-1.18
1950-11-01,Shops,1.11
1950-11-01,Enrgy,5.28
1950-11-01,Hlth,4.68
1950-11-01,Other,3.94
1950-11-01,NoDur,0.02
1950-11-01,HiTec,2.64
1950-11-01,Durbl,-2.61
1950-12-01,Shops,2.76
1950-12-01,Hlth,6.06
1950-12-01,Telcm,1.89
1950-12-01,Utils,3.59
1950-12-01,Other,11.04
1950-12-01,NoDur,2.83
1950-12-01,Durbl,1.5
1950-12-01,Enrgy,8.68
1950-12-01,Manuf,6.69
1950-12-01,HiTec,3.88
1951-01-01,Shops,3.62
1951-01-01,Telcm,1.88
1951-01-01,Hlth,3.1
1951-01-01,Durbl,9.22
1951-01-01,Other,6.4
1951-01-01,Manuf,6.13
1951-01-01,Enrgy,6.3
1951-01-01,Utils,5.04
1951-01-01,NoDur,4.62
1951-01-01,HiTec,7.73
1951-02-01,Enrgy,0.96
1951-02-01,Telcm,4.11
1951-02-01,Hlth,1.46
1951-02-01,Durbl,2.8
1951-02-01,NoDur,0.96
1951-02-01,Utils,3.11
1951-02-01,Shops,3.12
1951-02-01,HiTec,0.92
1951-02-01,Manuf,1.23
1951-02-01,Other,-0.41
1951-03-01,HiTec,-0.91
1951-03-01,Durbl,1.18
1951-03-01,NoDur,-2.77
1951-03-01,Utils,-1.39
1951-03-01,Other,-2.84
1951-03-01,Telcm,-1.1
1951-03-01,Hlth,1.7
1951-03-01,Enrgy,-2.38
1951-03-01,Shops,-2.1
1951-03-01,Manuf,-3.04
1951-04-01,Other,3.74
1951-04-01,Enrgy,10.81
1951-04-01,Utils,0.22
1951-04-01,NoDur,0.95
1951-04-01,Hlth,10.41
1951-04-01,Shops,0.39
1951-04-01,HiTec,3.17
1951-04-01,Telcm,0.85
1951-04-01,Manuf,6.85
1951-04-01,Durbl,3.42
1951-05-01,Hlth,1.57
1951-05-01,Shops,-1.32
1951-05-01,HiTec,-2.77
1951-05-01,Manuf,-2.14
1951-05-01,Telcm,-0.41
1951-05-01,Other,-3.26
1951-05-01,Durbl,-5.32
1951-05-01,Enrgy,-3.01
1951-05-01,NoDur,-1.27
1951-05-01,Utils,-0.05
1951-06-01,Shops,-2.71
1951-06-01,Utils,-0.41
1951-06-01,HiTec,-1.6
1951-06-01,Durbl,-6.83
1951-06-01,Hlth,0.83
1951-06-01,Manuf,-3.8
1951-06-01,Telcm,-0.18
1951-06-01,Enrgy,1.09
1951-06-01,Other,-5.11
1951-06-01,NoDur,-3.58
1951-07-01,Shops,2.91
1951-07-01,Other,7.39
1951-07-01,Hlth,14.42
1951-07-01,Utils,5.3
1951-07-01,Enrgy,11.37
1951-07-01,NoDur,3.13
1951-07-01,Durbl,3.1
1951-07-01,HiTec,6.0
1951-07-01,Telcm,2.8
1951-07-01,Manuf,8.45
1951-08-01,Shops,2.69
1951-08-01,Manuf,4.87
1951-08-01,Durbl,7.0
1951-08-01,Hlth,-1.38
1951-08-01,Other,3.46
1951-08-01,Telcm,2.64
1951-08-01,NoDur,3.51
1951-08-01,Utils,2.13
1951-08-01,Enrgy,5.74
1951-08-01,HiTec,5.92
1951-09-01,Telcm,-0.04
1951-09-01,HiTec,3.44
1951-09-01,NoDur,-0.41
1951-09-01,Utils,1.33
1951-09-01,Shops,3.2
1951-09-01,Other,3.59
1951-09-01,Manuf,0.23
1951-09-01,Hlth,-1.84
1951-09-01,Durbl,2.66
1951-09-01,Enrgy,-0.76
1951-10-01,Utils,0.71
1951-10-01,Manuf,-4.15
1951-10-01,Durbl,-2.04
1951-10-01,NoDur,-3.12
1951-10-01,Shops,-3.09
1951-10-01,Hlth,-5.94
1951-10-01,Other,-3.62
1951-10-01,HiTec,-5.76
1951-10-01,Enrgy,1.17
1951-10-01,Telcm,-1.08
1951-11-01,Utils,1.66
1951-11-01,Telcm,0.49
1951-11-01,NoDur,-0.06
1951-11-01,Enrgy,-0.79
1951-11-01,Other,2.12
1951-11-01,Manuf,0.43
1951-11-01,HiTec,2.12
1951-11-01,Durbl,2.01
1951-11-01,Hlth,-0.5
1951-11-01,Shops,1.45
1951-12-01,Telcm,0.87
1951-12-01,Other,2.13
1951-12-01,HiTec,5.05
1951-12-01,Enrgy,4.72
1951-12-01,Shops,-0.24
1951-12-01,NoDur,1.91
1951-12-01,Durbl,2.48
1951-12-01,Utils,3.27
1951-12-01,Manuf,4.57
1951-12-01,Hlth,5.11
1952-01-01,HiTec,-1.87
1952-01-01,Durbl,-1.17
1952-01-01,Shops,-0.49
1952-01-01,Manuf,-0.3
1952-01-01,NoDur,0.52
1952-01-01,Utils,3.08
1952-01-01,Other,3.32
1952-01-01,Telcm,0.17
1952-01-01,Hlth,0.73
1952-01-01,Enrgy,6.6
1952-02-01,Durbl,0.46
1952-02-01,Shops,-3.66
1952-02-01,Manuf,-3.84
1952-02-01,Utils,0.69
1952-02-01,NoDur,-2.01
1952-02-01,HiTec,-3.42
1952-02-01,Telcm,-0.63
1952-02-01,Enrgy,-3.39
1952-02-01,Hlth,-4.22
1952-02-01,Other,-1.58
1952-03-01,Manuf,2.97
1952-03-01,NoDur,1.71
1952-03-01,Shops,2.52
1952-03-01,Enrgy,8.72
1952-03-01,Hlth,0.37
1952-03-01,HiTec,4.95
1952-03-01,Durbl,8.33
1952-03-01,Utils,2.23
1952-03-01,Telcm,1.26
1952-03-01,Other,5.85
1952-04-01,Durbl,-3.0
1952-04-01,Other,-3.38
1952-04-01,Hlth,-5.46
1952-04-01,NoDur,-3.32
1952-04-01,Manuf,-6.62
1952-04-01,Utils,-1.8
1952-04-01,Enrgy,-7.65
1952-04-01,Shops,-1.77
1952-04-01,Telcm,-0.74
1952-04-01,HiTec,-3.44
1952-05-01,Durbl,4.01
1952-05-01,Hlth,2.53
1952-05-01,Enrgy,3.51
1952-05-01,HiTec,2.96
1952-05-01,Manuf,4.28
1952-05-01,Utils,2.99
1952-05-01,Shops,2.64
1952-05-01,Other,2.94
1952-05-01,NoDur,2.14
1952-05-01,Telcm,1.03
1952-06-01,Manuf,4.32
1952-06-01,Utils,1.1
1952-06-01,Hlth,-0.97
1952-06-01,Other,4.02
1952-06-01,Durbl,5.24
1952-06-01,HiTec,5.66
1952-06-01,NoDur,2.87
1952-06-01,Shops,2.93
1952-06-01,Enrgy,5.45
1952-06-01,Telcm,2.06
1952-07-01,Shops,1.94
1952-07-01,Durbl,2.53
1952-07-01,Telcm,0.24
1952-07-01,Manuf,2.22
1952-07-01,Enrgy,-1.02
1952-07-01,Hlth,-4.39
1952-07-01,HiTec,1.64
1952-07-01,Utils,2.17
1952-07-01,Other,1.15
1952-07-01,NoDur,0.65
1952-08-01,Other,-0.13
1952-08-01,Enrgy,-2.66
1952-08-01,Hlth,-0.55
1952-08-01,NoDur,0.96
1952-08-01,Utils,1.91
1952-08-01,Durbl,2.04
1952-08-01,Manuf,-1.66
1952-08-01,Telcm,0.88
1952-08-01,Shops,-0.3
1952-08-01,HiTec,-0.32
1952-09-01,Hlth,-4.1
1952-09-01,Durbl,-0.78
1952-09-01,Enrgy,-4.3
1952-09-01,Shops,-0.76
1952-09-01,HiTec,0.9
1952-09-01,Utils,0.36
1952-09-01,NoDur,-2.81
1952-09-01,Telcm,-0.34
1952-09-01,Manuf,-2.1
1952-09-01,Other,-1.36
1952-10-01,Manuf,-1.55
1952-10-01,Durbl,1.2
1952-10-01,Shops,-1.1
1952-10-01,Utils,0.47
1952-10-01,Other,-1.57
1952-10-01,HiTec,-1.11
1952-10-01,Enrgy,0.38
1952-10-01,Hlth,-1.47
1952-10-01,Telcm,0.92
1952-10-01,NoDur,-1.23
1952-11-01,Utils,5.18
1952-11-01,HiTec,8.87
1952-11-01,Shops,4.54
1952-11-01,Enrgy,2.07
1952-11-01,Hlth,7.25
1952-11-01,Telcm,4.07
1952-11-01,Durbl,6.52
1952-11-01,NoDur,5.91
1952-11-01,Other,7.27
1952-11-01,Manuf,8.71
1952-12-01,NoDur,1.47
1952-12-01,Telcm,0.88
1952-12-01,Shops,1.29
1952-12-01,Utils,1.8
1952-12-01,Durbl,7.01
1952-12-01,HiTec,2.79
1952-12-01,Other,3.74
1952-12-01,Hlth,-1.96
1952-12-01,Manuf,2.67
1952-12-01,Enrgy,4.55
1953-01-01,HiTec,-2.13
1953-01-01,Shops,0.83
1953-01-01,Manuf,0.66
1953-01-01,NoDur,2.01
1953-01-01,Enrgy,-2.99
1953-01-01,Hlth,-5.12
1953-01-01,Utils,0.94
1953-01-01,Durbl,-0.36
1953-01-01,Telcm,1.02
1953-01-01,Other,1.07
1953-02-01,NoDur,1.69
1953-02-01,Manuf,-0.98
1953-02-01,Utils,0.41
1953-02-01,Enrgy,0.33
1953-02-01,HiTec,0.49
1953-02-01,Hlth,2.09
1953-02-01,Durbl,-1.17
1953-02-01,Telcm,-0.43
1953-02-01,Other,-0.22
1953-02-01,Shops,-0.15
1953-03-01,HiTec,-0.81
1953-03-01,NoDur,-1.64
1953-03-01,Enrgy,-0.56
1953-03-01,Utils,0.16
1953-03-01,Hlth,-0.16
1953-03-01,Telcm,-0.43
1953-03-01,Shops,-0.48
1953-03-01,Other,-1.44
1953-03-01,Durbl,-4.38
1953-03-01,Manuf,-1.63
1953-04-01,Shops,-0.8
1953-04-01,Other,-3.21
1953-04-01,Utils,-3.21
1953-04-01,Telcm,-1.04
1953-04-01,Durbl,-1.97
1953-04-01,HiTec,-0.86
1953-04-01,Hlth,-5.35
1953-04-01,NoDur,-0.24
1953-04-01,Enrgy,-5.18
1953-04-01,Manuf,-2.68
1953-05-01,Manuf,0.24
1953-05-01,Hlth,-0.03
1953-05-01,Durbl,-0.02
1953-05-01,Telcm,0.36
1953-05-01,Other,1.44
1953-05-01,Enrgy,1.84
1953-05-01,NoDur,0.22
1953-05-01,HiTec,1.05
1953-05-01,Shops,1.51
1953-05-01,Utils,0.04
1953-06-01,Utils,-3.06
1953-06-01,HiTec,-2.06
1953-06-01,Enrgy,-0.08
1953-06-01,Hlth,-3.29
1953-06-01,Manuf,-2.32
1953-06-01,Telcm,0.5
1953-06-01,NoDur,-0.86
1953-06-01,Other,-2.05
1953-06-01,Shops,-2.2
1953-06-01,Durbl,-3.33
1953-07-01,Shops,1.97
1953-07-01,Hlth,3.66
1953-07-01,Telcm,0.94
1953-07-01,Durbl,0.72
1953-07-01,Other,1.42
1953-07-01,NoDur,2.64
1953-07-01,HiTec,2.19
1953-07-01,Enrgy,3.93
1953-07-01,Utils,3.36
1953-07-01,Manuf,2.61
1953-08-01,HiTec,-4.52
1953-08-01,Utils,-0.37
1953-08-01,Manuf,-4.85
1953-08-01,Other,-6.77
1953-08-01,Durbl,-6.36
1953-08-01,Hlth,0.05
1953-08-01,Shops,-2.34
1953-08-01,Enrgy,-6.37
1953-08-01,NoDur,-3.42
1953-08-01,Telcm,-0.84
1953-09-01,Utils,1.61
1953-09-01,Durbl,-0.82
1953-09-01,HiTec,3.09
1953-09-01,Telcm,1.78
1953-09-01,Enrgy,-1.92
1953-09-01,Hlth,0.43
1953-09-01,Other,-0.99
1953-09-01,Shops,0.1
1953-09-01,NoDur,0.16
1953-09-01,Manuf,1.18
1953-10-01,Durbl,7.74
1953-10-01,Shops,0.86
1953-10-01,Enrgy,5.64
1953-10-01,NoDur,0.72
1953-10-01,Hlth,2.66
1953-10-01,HiTec,7.15
1953-10-01,Other,3.69
1953-10-01,Telcm,1.38
1953-10-01,Utils,4.51
1953-10-01,Manuf,6.02
1953-11-01,NoDur,0.56
1953-11-01,Enrgy,1.99
1953-11-01,HiTec,4.82
1953-11-01,Shops,3.34
1953-11-01,Manuf,4.18
1953-11-01,Durbl,0.49
1953-11-01,Other,2.77
1953-11-01,Telcm,2.26
1953-11-01,Utils,3.0
1953-11-01,Hlth,7.98
1953-12-01,Manuf,0.64
1953-12-01,Other,-2.29
1953-12-01,Hlth,-1.34
1953-12-01,Telcm,0.54
1953-12-01,Durbl,-1.21
1953-12-01,Utils,0.59
1953-12-01,Enrgy,0.44
1953-12-01,Shops,1.25
1953-12-01,HiTec,0.5
1953-12-01,NoDur,-0.5
1954-01-01,Durbl,5.28
1954-01-01,Utils,3.3
1954-01-01,Hlth,5.65
1954-01-01,HiTec,6.9
1954-01-01,Other,6.64
1954-01-01,Shops,3.32
1954-01-01,Telcm,1.89
1954-01-01,Enrgy,8.64
1954-01-01,NoDur,4.17
1954-01-01,Manuf,4.55
1954-02-01,Other,1.54
1954-02-01,Durbl,1.71
1954-02-01,Enrgy,2.8
1954-02-01,Utils,1.57
1954-02-01,Manuf,0.97
1954-02-01,Shops,0.44
1954-02-01,HiTec,5.34
1954-02-01,Telcm,2.57
1954-02-01,NoDur,-0.23
1954-02-01,Hlth,-0.18
1954-03-01,Manuf,4.88
1954-03-01,HiTec,8.59
1954-03-01,Durbl,3.51
1954-03-01,Enrgy,4.28
1954-03-01,Telcm,1.72
1954-03-01,Other,1.8
1954-03-01,Utils,3.0
1954-03-01,NoDur,1.41
1954-03-01,Shops,0.38
1954-03-01,Hlth,0.28
1954-04-01,Enrgy,6.15
1954-04-01,HiTec,8.89
1954-04-01,Telcm,1.98
1954-04-01,Manuf,5.77
1954-04-01,NoDur,0.9
1954-04-01,Hlth,1.2
1954-04-01,Utils,1.21
1954-04-01,Other,2.87
1954-04-01,Shops,1.54
1954-04-01,Durbl,4.09
1954-05-01,Other,4.39
1954-05-01,Hlth,1.61
1954-05-01,Durbl,4.48
1954-05-01,NoDur,2.48
1954-05-01,Utils,2.69
1954-05-01,Enrgy,2.97
1954-05-01,HiTec,-0.26
1954-05-01,Manuf,4.4
1954-05-01,Shops,2.84
1954-05-01,Telcm,1.24
1954-06-01,NoDur,0.76
1954-06-01,Manuf,3.62
1954-06-01,Enrgy,-5.87
1954-06-01,HiTec,9.29
1954-06-01,Other,1.49
1954-06-01,Utils,1.34
1954-06-01,Hlth,-2.43
1954-06-01,Shops,2.5
1954-06-01,Telcm,0.54
1954-06-01,Durbl,1.19
1954-07-01,Hlth,8.21
1954-07-01,Durbl,9.85
1954-07-01,Other,6.83
1954-07-01,Utils,5.41
1954-07-01,Telcm,4.36
1954-07-01,Shops,4.21
1954-07-01,HiTec,0.08
1954-07-01,Enrgy,4.23
1954-07-01,NoDur,6.37
1954-07-01,Manuf,5.2
1954-08-01,Durbl,-3.36
1954-08-01,Telcm,-1.43
1954-08-01,Utils,-1.72
1954-08-01,Hlth,-2.57
1954-08-01,Enrgy,0.52
1954-08-01,NoDur,-2.71
1954-08-01,Manuf,-3.75
1954-08-01,Shops,-0.21
1954-08-01,Other,-2.25
1954-08-01,HiTec,-4.29
1954-09-01,Hlth,2.82
1954-09-01,NoDur,3.83
1954-09-01,Durbl,14.47
1954-09-01,Manuf,6.6
1954-09-01,Other,4.33
1954-09-01,Shops,4.84
1954-09-01,Utils,2.01
1954-09-01,Enrgy,10.01
1954-09-01,HiTec,7.3
1954-09-01,Telcm,2.49
1954-10-01,Manuf,-1.11
1954-10-01,NoDur,-2.25
1954-10-01,Durbl,-0.77
1954-10-01,Hlth,-1.62
1954-10-01,Enrgy,-1.98
1954-10-01,Shops,-2.53
1954-10-01,Utils,-3.8
1954-10-01,HiTec,-1.78
1954-10-01,Other,0.58
1954-10-01,Telcm,-0.85
1954-11-01,Manuf,13.68
1954-11-01,NoDur,6.23
1954-11-01,HiTec,13.47
1954-11-01,Hlth,12.55
1954-11-01,Other,11.15
1954-11-01,Durbl,4.45
1954-11-01,Telcm,3.43
1954-11-01,Utils,5.69
1954-11-01,Enrgy,8.04
1954-11-01,Shops,8.4
1954-12-01,Hlth,6.13
1954-12-01,Manuf,6.54
1954-12-01,Other,9.36
1954-12-01,Utils,3.58
1954-12-01,Durbl,7.27
1954-12-01,Shops,2.26
1954-12-01,HiTec,2.9
1954-12-01,Telcm,1.58
1954-12-01,NoDur,4.33
1954-12-01,Enrgy,6.47
1955-01-01,Other,0.89
1955-01-01,Hlth,-2.88
1955-01-01,Utils,1.44
1955-01-01,Durbl,0.54
1955-01-01,Manuf,-0.12
1955-01-01,Enrgy,0.41
1955-01-01,NoDur,0.27
1955-01-01,HiTec,4.14
1955-01-01,Shops,1.73
1955-01-01,Telcm,0.8
1955-02-01,Enrgy,2.42
1955-02-01,Utils,3.64
1955-02-01,Manuf,4.17
1955-02-01,Hlth,2.85
1955-02-01,HiTec,5.07
1955-02-01,NoDur,1.57
1955-02-01,Shops,1.31
1955-02-01,Durbl,-1.03
1955-02-01,Telcm,3.99
1955-02-01,Other,3.77
1955-03-01,Utils,-0.71
1955-03-01,Enrgy,-0.23
1955-03-01,Durbl,0.05
1955-03-01,Manuf,0.36
1955-03-01,Hlth,6.1
1955-03-01,Shops,-1.4
1955-03-01,Other,0.93
1955-03-01,Telcm,-0.19
1955-03-01,HiTec,-1.53
1955-03-01,NoDur,-0.85
1955-04-01,Other,3.44
1955-04-01,Enrgy,0.58
1955-04-01,Telcm,1.97
1955-04-01,Shops,1.83
1955-04-01,Durbl,5.67
1955-04-01,NoDur,3.98
1955-04-01,Manuf,4.33
1955-04-01,Hlth,0.01
1955-04-01,Utils,2.55
1955-04-01,HiTec,5.39
1955-05-01,Other,1.63
1955-05-01,Shops,3.02
1955-05-01,Manuf,3.0
1955-05-01,HiTec,0.26
1955-05-01,Utils,-0.13
1955-05-01,NoDur,-0.24
1955-05-01,Durbl,-1.13
1955-05-01,Hlth,3.14
1955-05-01,Enrgy,-0.62
1955-05-01,Telcm,1.29
1955-06-01,Telcm,0.69
1955-06-01,Utils,1.66
1955-06-01,Hlth,0.17
1955-06-01,NoDur,2.6
1955-06-01,Other,2.37
1955-06-01,Manuf,9.59
1955-06-01,Shops,4.42
1955-06-01,Durbl,10.1
1955-06-01,Enrgy,11.2
1955-06-01,HiTec,4.45
1955-07-01,Utils,3.68
1955-07-01,Shops,2.03
1955-07-01,NoDur,1.95
1955-07-01,Durbl,18.82
1955-07-01,Telcm,2.61
1955-07-01,Enrgy,2.76
1955-07-01,Hlth,0.14
1955-07-01,Other,-1.79
1955-07-01,HiTec,-3.06
1955-07-01,Manuf,-1.37
1955-08-01,Durbl,-4.27
1955-08-01,Shops,1.64
1955-08-01,Other,0.46
1955-08-01,Telcm,-2.44
1955-08-01,Manuf,3.12
1955-08-01,Utils,0.07
1955-08-01,Enrgy,-1.1
1955-08-01,NoDur,-0.69
1955-08-01,HiTec,0.11
1955-08-01,Hlth,0.15
1955-09-01,Hlth,-3.2
1955-09-01,Other,-2.5
1955-09-01,Telcm,1.06
1955-09-01,Durbl,8.75
1955-09-01,Utils,-2.63
1955-09-01,Manuf,-0.57
1955-09-01,HiTec,-4.2
1955-09-01,Shops,3.41
1955-09-01,NoDur,-1.68
1955-09-01,Enrgy,-0.38
1955-10-01,Other,-2.83
1955-10-01,Enrgy,-0.99
1955-10-01,HiTec,-5.46
1955-10-01,Shops,-2.51
1955-10-01,Durbl,-4.87
1955-10-01,Telcm,-1.15
1955-10-01,NoDur,-0.81
1955-10-01,Manuf,-3.16
1955-10-01,Utils,-1.02
1955-10-01,Hlth,0.81
1955-11-01,HiTec,10.89
1955-11-01,Telcm,1.63
1955-11-01,Enrgy,8.58
1955-11-01,Shops,6.0
1955-11-01,NoDur,3.6
1955-11-01,Manuf,8.02
1955-11-01,Utils,3.39
1955-11-01,Hlth,6.26
1955-11-01,Other,8.05
1955-11-01,Durbl,9.06
1955-12-01,Other,-0.73
1955-12-01,Shops,-0.75
1955-12-01,Durbl,-4.09
1955-12-01,HiTec,5.04
1955-12-01,Telcm,0.86
1955-12-01,Enrgy,3.7
1955-12-01,Manuf,3.11
1955-12-01,Utils,-0.12
1955-12-01,Hlth,6.22
1955-12-01,NoDur,1.2
1956-01-01,Manuf,-4.71
1956-01-01,NoDur,-1.62
1956-01-01,Shops,-4.41
1956-01-01,HiTec,-5.34
1956-01-01,Utils,-0.33
1956-01-01,Other,-2.76
1956-01-01,Durbl,-6.59
1956-01-01,Enrgy,0.54
1956-01-01,Telcm,1.86
1956-01-01,Hlth,-6.5
1956-02-01,NoDur,1.18
1956-02-01,Hlth,8.25
1956-02-01,Manuf,4.87
1956-02-01,HiTec,6.05
1956-02-01,Shops,2.81
1956-02-01,Other,3.17
1956-02-01,Durbl,5.73
1956-02-01,Telcm,0.16
1956-02-01,Enrgy,4.27
1956-02-01,Utils,1.92
1956-03-01,Manuf,7.97
1956-03-01,Telcm,1.43
1956-03-01,Enrgy,11.44
1956-03-01,Utils,3.77
1956-03-01,Hlth,7.24
1956-03-01,NoDur,1.74
1956-03-01,HiTec,10.39
1956-03-01,Durbl,4.1
1956-03-01,Shops,0.43
1956-03-01,Other,5.67
1956-04-01,Utils,-2.18
1956-04-01,Manuf,1.21
1956-04-01,Enrgy,3.62
1956-04-01,Telcm,-0.88
1956-04-01,Shops,-1.82
1956-04-01,HiTec,-0.51
1956-04-01,Hlth,2.74
1956-04-01,NoDur,0.81
1956-04-01,Durbl,-5.12
1956-04-01,Other,0.5
1956-05-01,Shops,-4.55
1956-05-01,Telcm,-1.06
1956-05-01,HiTec,-5.35
1956-05-01,Other,-5.47
1956-05-01,Utils,-0.74
1956-05-01,Manuf,-6.28
1956-05-01,Durbl,-4.45
1956-05-01,Enrgy,-6.37
1956-05-01,NoDur,-3.23
1956-05-01,Hlth,-1.24
1956-06-01,Utils,2.33
1956-06-01,Durbl,6.61
1956-06-01,Shops,2.2
1956-06-01,NoDur,0.66
1956-06-01,Other,1.58
1956-06-01,HiTec,6.63
1956-06-01,Manuf,4.87
1956-06-01,Hlth,3.58
1956-06-01,Telcm,1.28
1956-06-01,Enrgy,2.74
1956-07-01,Shops,4.8
1956-07-01,Durbl,4.58
1956-07-01,Enrgy,6.0
1956-07-01,Other,2.42
1956-07-01,Utils,5.23
1956-07-01,HiTec,5.28
1956-07-01,NoDur,1.98
1956-07-01,Hlth,3.1
1956-07-01,Telcm,2.69
1956-07-01,Manuf,6.25
1956-08-01,Hlth,-3.07
1956-08-01,Other,-3.56
1956-08-01,Utils,-2.48
1956-08-01,Manuf,-3.21
1956-08-01,Shops,-2.69
1956-08-01,Telcm,-1.36
1956-08-01,HiTec,-3.55
1956-08-01,Enrgy,-5.27
1956-08-01,NoDur,-1.37
