Date,Industry,ret
1972-02-01,Shops,5.6
1972-02-01,Utils,-2.5
1972-02-01,Hlth,7.12
1972-03-01,Manuf,2.52
1972-03-01,Hlth,0.46
1972-03-01,Durbl,4.29
1972-03-01,HiTec,1.09
1972-03-01,NoDur,0.09
1972-03-01,Telcm,-0.33
1972-03-01,Shops,2.04
1972-03-01,Other,2.29
1972-03-01,Utils,-0.14
1972-03-01,Enrgy,-5.45
1972-04-01,Hlth,1.1
1972-04-01,Durbl,-0.59
1972-04-01,Shops,-0.61
1972-04-01,Other,1.79
1972-04-01,Utils,-2.8
1972-04-01,Manuf,1.87
1972-04-01,HiTec,0.74
1972-04-01,NoDur,1.9
1972-04-01,Enrgy,-0.66
1972-04-01,Telcm,-1.06
1972-05-01,Shops,1.46
1972-05-01,Manuf,2.1
1972-05-01,Enrgy,3.62
1972-05-01,NoDur,0.4
1972-05-01,Utils,-0.17
1972-05-01,HiTec,3.71
1972-05-01,Other,-0.63
1972-05-01,Hlth,3.71
1972-05-01,Telcm,1.24
1972-05-01,Durbl,-1.2
1972-06-01,HiTec,-2.55
1972-06-01,NoDur,-1.11
1972-06-01,Utils,-1.56
1972-06-01,Durbl,-2.92
1972-06-01,Enrgy,-0.98
1972-06-01,Hlth,2.54
1972-06-01,Manuf,-2.21
1972-06-01,Telcm,-2.64
1972-06-01,Other,-4.51
1972-06-01,Shops,-3.95
1972-07-01,Durbl,-2.0
1972-07-01,Telcm,0.74
1972-07-01,HiTec,0.95
1972-07-01,Hlth,3.1
1972-07-01,NoDur,-1.61
1972-07-01,Manuf,0.45
1972-07-01,Enrgy,-1.09
1972-07-01,Utils,0.05
1972-07-01,Shops,-2.48
1972-07-01,Other,-2.96
1972-08-01,Utils,5.95
1972-08-01,Durbl,3.75
1972-08-01,Other,3.55
1972-08-01,Telcm,5.18
1972-08-01,NoDur,-0.1
1972-08-01,Shops,-0.39
1972-08-01,HiTec,2.86
1972-08-01,Manuf,2.21
1972-08-01,Hlth,1.05
1972-08-01,Enrgy,12.41
1972-09-01,Other,-1.74
1972-09-01,Durbl,-0.92
1972-09-01,Manuf,-1.18
1972-09-01,Hlth,-0.43
1972-09-01,NoDur,-2.6
1972-09-01,Enrgy,-0.21
1972-09-01,Telcm,4.27
1972-09-01,Utils,0.18
1972-09-01,Shops,-0.55
1972-09-01,HiTec,-1.16
1972-10-01,Shops,0.9
1972-10-01,Enrgy,3.12
1972-10-01,Telcm,2.27
1972-10-01,Utils,6.77
1972-10-01,Other,1.12
1972-10-01,NoDur,0.02
1972-10-01,Manuf,1.07
1972-10-01,Durbl,-2.35
1972-10-01,HiTec,-3.3
1972-10-01,Hlth,1.5
1972-11-01,Utils,6.39
1972-11-01,NoDur,6.87
1972-11-01,Manuf,4.23
1972-11-01,Hlth,-0.53
1972-11-01,Telcm,7.04
1972-11-01,Durbl,8.1
1972-11-01,HiTec,2.5
1972-11-01,Shops,5.94
1972-11-01,Enrgy,6.19
1972-11-01,Other,5.12
1972-12-01,HiTec,1.99
1972-12-01,Hlth,3.73
1972-12-01,Enrgy,1.05
1972-12-01,NoDur,0.53
1972-12-01,Other,-0.76
1972-12-01,Shops,1.83
1972-12-01,Durbl,1.74
1972-12-01,Telcm,1.45
1972-12-01,Manuf,0.82
1972-12-01,Utils,-1.54
1973-01-01,Utils,-4.28
1973-01-01,Other,-7.47
1973-01-01,Durbl,-6.69
1973-01-01,HiTec,1.92
1973-01-01,Manuf,-3.64
1973-01-01,Hlth,-1.18
1973-01-01,Shops,-4.27
1973-01-01,NoDur,-4.71
1973-01-01,Enrgy,5.02
1973-01-01,Telcm,-2.12
1973-02-01,Hlth,-0.71
1973-02-01,Enrgy,-7.36
1973-02-01,Utils,-1.98
1973-02-01,Durbl,-6.03
1973-02-01,Manuf,-2.17
1973-02-01,Shops,-6.42
1973-02-01,NoDur,-4.36
1973-02-01,HiTec,-3.03
1973-02-01,Other,-6.09
1973-02-01,Telcm,-4.64
1973-03-01,Other,-0.29
1973-03-01,Durbl,-2.85
1973-03-01,Shops,-5.71
1973-03-01,Utils,-2.16
1973-03-01,NoDur,-1.04
1973-03-01,Telcm,0.53
1973-03-01,Enrgy,3.12
1973-03-01,HiTec,-1.23
1973-03-01,Manuf,-0.42
1973-03-01,Hlth,0.78
1973-04-01,Telcm,0.86
1973-04-01,HiTec,-6.7
1973-04-01,NoDur,-6.29
1973-04-01,Enrgy,-1.03
1973-04-01,Shops,-8.37
1973-04-01,Utils,-0.58
1973-04-01,Hlth,-5.48
1973-04-01,Other,-7.79
1973-04-01,Durbl,-5.1
1973-04-01,Manuf,-4.56
1973-05-01,Utils,0.36
1973-05-01,Durbl,-4.3
1973-05-01,Other,-5.03
1973-05-01,Enrgy,-3.45
1973-05-01,Manuf,-1.24
1973-05-01,HiTec,-2.59
1973-05-01,Telcm,-0.84
1973-05-01,NoDur,-2.12
1973-05-01,Hlth,1.07
1973-05-01,Shops,-2.14
1973-06-01,HiTec,-0.09
1973-06-01,Enrgy,1.61
1973-06-01,Other,-0.28
1973-06-01,Manuf,-0.44
1973-06-01,Utils,-2.47
1973-06-01,Telcm,-0.32
1973-06-01,Shops,-5.73
1973-06-01,Hlth,0.02
1973-06-01,Durbl,-2.61
1973-06-01,NoDur,-3.48
1973-07-01,Enrgy,0.34
1973-07-01,Durbl,7.2
1973-07-01,Telcm,-0.31
1973-07-01,Utils,-2.39
1973-07-01,Other,9.59
1973-07-01,Hlth,6.87
1973-07-01,Manuf,6.57
1973-07-01,HiTec,4.98
1973-07-01,Shops,10.99
1973-07-01,NoDur,7.53
1973-08-01,NoDur,-3.31
1973-08-01,Durbl,-3.92
1973-08-01,Enrgy,-3.74
1973-08-01,Manuf,-1.62
1973-08-01,Telcm,-3.93
1973-08-01,HiTec,-3.68
1973-08-01,Utils,-2.09
1973-08-01,Hlth,-6.91
1973-08-01,Shops,-4.2
1973-08-01,Other,-2.24
1973-09-01,Shops,7.43
1973-09-01,HiTec,-2.8
1973-09-01,NoDur,5.87
1973-09-01,Durbl,7.85
1973-09-01,Manuf,4.57
1973-09-01,Telcm,7.67
1973-09-01,Enrgy,9.27
1973-09-01,Utils,7.9
1973-09-01,Other,7.19
1973-09-01,Hlth,0.79
1973-10-01,Other,-1.08
1973-10-01,NoDur,-2.34
1973-10-01,Telcm,-5.54
1973-10-01,Hlth,1.83
1973-10-01,Utils,-3.38
1973-10-01,Shops,-3.51
1973-10-01,Durbl,-4.5
1973-10-01,Enrgy,5.22
1973-10-01,HiTec,3.85
1973-10-01,Manuf,0.27
1973-11-01,Enrgy,-6.17
1973-11-01,Utils,-11.61
1973-11-01,Manuf,-14.49
1973-11-01,Durbl,-16.19
1973-11-01,HiTec,-11.46
1973-11-01,Other,-13.45
1973-11-01,NoDur,-14.31
1973-11-01,Telcm,-1.94
1973-11-01,Shops,-18.7
1973-11-01,Hlth,-7.77
1973-12-01,Manuf,1.01
1973-12-01,HiTec,-4.32
1973-12-01,Durbl,-3.77
1973-12-01,Enrgy,8.59
1973-12-01,NoDur,-1.62
1973-12-01,Shops,-0.39
1973-12-01,Utils,3.41
1973-12-01,Hlth,-4.48
1973-12-01,Telcm,4.54
1973-12-01,Other,2.44
1974-01-01,Utils,4.55
1974-01-01,Other,1.12
1974-01-01,Telcm,2.01
1974-01-01,Durbl,6.28
1974-01-01,Shops,6.76
1974-01-01,Enrgy,-7.53
1974-01-01,HiTec,1.25
1974-01-01,Hlth,-2.52
1974-01-01,Manuf,0.41
1974-01-01,NoDur,2.38
1974-02-01,Utils,0.27
1974-02-01,Enrgy,-1.48
1974-02-01,Hlth,-1.23
1974-02-01,Telcm,4.76
1974-02-01,NoDur,0.0
1974-02-01,HiTec,-0.6
1974-02-01,Other,1.02
1974-02-01,Manuf,-0.11
1974-02-01,Durbl,-0.99
1974-02-01,Shops,0.95
1974-03-01,Other,-3.62
1974-03-01,Hlth,1.21
1974-03-01,HiTec,-2.76
1974-03-01,Durbl,0.03
1974-03-01,Manuf,-0.89
1974-03-01,Shops,-3.33
1974-03-01,Utils,-3.63
1974-03-01,Enrgy,-3.33
1974-03-01,NoDur,-1.85
1974-03-01,Telcm,-4.59
1974-04-01,Shops,-1.96
1974-04-01,Telcm,-5.31
1974-04-01,Other,-6.4
1974-04-01,Utils,-12.19
1974-04-01,Manuf,-2.39
1974-04-01,Enrgy,-6.3
1974-04-01,Hlth,-1.48
1974-04-01,NoDur,-3.77
1974-04-01,HiTec,-3.68
1974-04-01,Durbl,-3.94
1974-05-01,Other,-8.38
1974-05-01,Manuf,-2.09
1974-05-01,Hlth,-0.12
1974-05-01,Telcm,-1.52
1974-05-01,Durbl,0.52
1974-05-01,Shops,1.16
1974-05-01,HiTec,-4.26
1974-05-01,Utils,-4.89
1974-05-01,Enrgy,-7.48
1974-05-01,NoDur,-2.82
1974-06-01,HiTec,-2.95
1974-06-01,Utils,-6.17
1974-06-01,Enrgy,-0.27
1974-06-01,Hlth,-1.62
1974-06-01,Manuf,-0.3
1974-06-01,Other,-5.51
1974-06-01,Telcm,0.3
1974-06-01,Shops,-2.71
1974-06-01,NoDur,-0.56
1974-06-01,Durbl,-2.71
1974-07-01,Hlth,-14.06
1974-07-01,Other,-6.64
1974-07-01,Manuf,-7.29
1974-07-01,Telcm,-7.63
1974-07-01,NoDur,-10.21
1974-07-01,Shops,-12.9
1974-07-01,Enrgy,-0.66
1974-07-01,Utils,0.79
1974-07-01,HiTec,-8.45
1974-07-01,Durbl,-11.74
1974-08-01,Durbl,-6.7
1974-08-01,Manuf,-10.21
1974-08-01,Telcm,-0.04
1974-08-01,Shops,-13.03
1974-08-01,NoDur,-10.27
1974-08-01,Enrgy,-8.54
1974-08-01,Hlth,-8.11
1974-08-01,HiTec,-4.9
1974-08-01,Utils,-8.62
1974-08-01,Other,-10.62
1974-09-01,Durbl,-12.76
1974-09-01,Utils,-1.34
1974-09-01,HiTec,-16.88
1974-09-01,Telcm,-3.81
1974-09-01,Shops,-12.02
1974-09-01,Other,-9.58
1974-09-01,Enrgy,-7.87
1974-09-01,Manuf,-12.54
1974-09-01,NoDur,-12.15
1974-09-01,Hlth,-15.55
1974-10-01,Telcm,10.85
1974-10-01,Shops,10.24
1974-10-01,Durbl,4.1
1974-10-01,NoDur,15.64
1974-10-01,Hlth,29.52
1974-10-01,Enrgy,20.97
1974-10-01,Other,20.22
1974-10-01,Manuf,16.26
1974-10-01,Utils,13.0
1974-10-01,HiTec,14.83
1974-11-01,Manuf,-6.16
1974-11-01,NoDur,-3.84
1974-11-01,Utils,-0.15
1974-11-01,Enrgy,-4.18
1974-11-01,HiTec,-4.92
1974-11-01,Telcm,-3.09
1974-11-01,Durbl,-4.67
1974-11-01,Other,-2.76
1974-11-01,Hlth,-1.2
1974-11-01,Shops,-5.72
1974-12-01,Telcm,1.57
1974-12-01,Shops,-3.41
1974-12-01,Hlth,-3.37
1974-12-01,Durbl,-3.86
1974-12-01,Other,-4.35
1974-12-01,Enrgy,0.79
1974-12-01,NoDur,-0.6
1974-12-01,Manuf,-4.46
1974-12-01,Utils,-0.83
1974-12-01,HiTec,-5.3
1975-01-01,Other,17.81
1975-01-01,Shops,25.85
1975-01-01,Enrgy,6.51
1975-01-01,Manuf,14.47
1975-01-01,Telcm,11.1
1975-01-01,Hlth,-0.61
1975-01-01,Durbl,21.31
1975-01-01,NoDur,18.88
1975-01-01,Utils,18.84
1975-01-01,HiTec,15.29
1975-02-01,HiTec,13.21
1975-02-01,Hlth,16.04
1975-02-01,Durbl,4.58
1975-02-01,Shops,4.99
1975-02-01,Manuf,8.12
1975-02-01,Utils,0.92
1975-02-01,Enrgy,2.28
1975-02-01,NoDur,4.1
1975-02-01,Telcm,5.16
1975-02-01,Other,2.84
1975-03-01,HiTec,1.0
1975-03-01,Utils,-1.34
1975-03-01,Manuf,5.07
1975-03-01,Enrgy,-2.2
1975-03-01,NoDur,7.07
1975-03-01,Other,4.12
1975-03-01,Durbl,6.69
1975-03-01,Telcm,-0.85
1975-03-01,Shops,10.48
1975-03-01,Hlth,1.28
1975-04-01,Other,3.3
1975-04-01,Durbl,4.0
1975-04-01,Shops,2.55
1975-04-01,Manuf,9.45
1975-04-01,Hlth,0.72
1975-04-01,HiTec,5.54
1975-04-01,Utils,-1.58
1975-04-01,Enrgy,7.26
1975-04-01,Telcm,-0.95
1975-04-01,NoDur,3.11
1975-05-01,Utils,8.45
1975-05-01,HiTec,5.86
1975-05-01,Hlth,6.48
1975-05-01,Durbl,2.62
1975-05-01,Shops,4.24
1975-05-01,Manuf,2.6
1975-05-01,Telcm,3.52
1975-05-01,Enrgy,12.35
1975-05-01,NoDur,5.21
1975-05-01,Other,5.68
1975-06-01,HiTec,2.27
1975-06-01,Other,5.95
1975-06-01,Hlth,0.91
1975-06-01,Enrgy,6.24
1975-06-01,Durbl,10.2
1975-06-01,Manuf,3.64
1975-06-01,Utils,10.77
1975-06-01,Shops,7.55
1975-06-01,NoDur,5.35
1975-06-01,Telcm,4.07
1975-07-01,Telcm,-4.22
1975-07-01,Utils,-4.78
1975-07-01,Other,-6.12
1975-07-01,Manuf,-5.85
1975-07-01,NoDur,-5.39
1975-07-01,Durbl,-2.06
1975-07-01,Hlth,-12.03
1975-07-01,Shops,-7.48
1975-07-01,HiTec,-9.4
1975-07-01,Enrgy,-4.18
1975-08-01,NoDur,-3.12
1975-08-01,Telcm,-3.59
1975-08-01,Durbl,-3.43
1975-08-01,Hlth,-3.34
1975-08-01,Manuf,-0.88
1975-08-01,Other,-5.12
1975-08-01,Utils,-1.3
1975-08-01,Enrgy,-0.94
1975-08-01,Shops,-0.25
1975-08-01,HiTec,-2.97
1975-09-01,Shops,-3.5
1975-09-01,Utils,-0.97
1975-09-01,Manuf,-5.65
1975-09-01,Telcm,-1.25
1975-09-01,Other,-6.3
1975-09-01,HiTec,-0.84
1975-09-01,Enrgy,-1.15
1975-09-01,Durbl,-2.56
1975-09-01,Hlth,-6.54
1975-09-01,NoDur,-2.51
1975-10-01,Shops,9.79
1975-10-01,Durbl,8.87
1975-10-01,Enrgy,-1.39
1975-10-01,Hlth,10.68
1975-10-01,Other,3.91
1975-10-01,NoDur,10.55
1975-10-01,Manuf,5.65
1975-10-01,Utils,6.51
1975-10-01,HiTec,8.38
1975-10-01,Telcm,6.82
1975-11-01,Enrgy,-1.63
1975-11-01,NoDur,4.09
1975-11-01,HiTec,5.02
1975-11-01,Utils,3.12
1975-11-01,Manuf,3.18
1975-11-01,Shops,4.41
1975-11-01,Durbl,3.4
1975-11-01,Other,3.56
1975-11-01,Hlth,5.12
1975-11-01,Telcm,4.26
1975-12-01,Hlth,-6.36
1975-12-01,Durbl,-0.39
1975-12-01,Telcm,-0.1
1975-12-01,NoDur,-1.51
1975-12-01,Utils,1.33
1975-12-01,Enrgy,0.06
1975-12-01,Shops,-3.02
1975-12-01,HiTec,-1.25
1975-12-01,Manuf,-1.4
1975-12-01,Other,-0.29
1976-01-01,Utils,8.37
1976-01-01,HiTec,18.31
1976-01-01,Manuf,16.8
1976-01-01,Enrgy,8.36
1976-01-01,Telcm,9.5
1976-01-01,Hlth,7.78
1976-01-01,Durbl,15.59
1976-01-01,Other,12.93
1976-01-01,Shops,9.04
1976-01-01,NoDur,11.0
1976-02-01,Durbl,3.89
1976-02-01,Other,3.12
1976-02-01,Telcm,3.56
1976-02-01,NoDur,-1.07
1976-02-01,HiTec,1.2
1976-02-01,Utils,-3.53
1976-02-01,Hlth,-6.52
1976-02-01,Shops,4.57
1976-02-01,Manuf,1.89
1976-02-01,Enrgy,-3.15
1976-03-01,Shops,3.49
1976-03-01,Utils,1.42
1976-03-01,Durbl,3.63
1976-03-01,NoDur,0.72
1976-03-01,Other,1.94
1976-03-01,Manuf,0.77
1976-03-01,Enrgy,7.27
1976-03-01,Hlth,6.52
1976-03-01,Telcm,0.59
1976-03-01,HiTec,2.97
1976-04-01,Manuf,-1.4
1976-04-01,HiTec,-3.4
1976-04-01,Utils,0.65
1976-04-01,Durbl,1.89
1976-04-01,Telcm,1.72
1976-04-01,Shops,-4.64
1976-04-01,Hlth,-4.31
1976-04-01,NoDur,-1.71
1976-04-01,Other,-1.56
1976-04-01,Enrgy,2.12
1976-05-01,HiTec,0.53
1976-05-01,NoDur,-2.18
1976-05-01,Utils,-1.38
1976-05-01,Hlth,-2.81
1976-05-01,Durbl,-3.18
1976-05-01,Enrgy,5.49
1976-05-01,Telcm,-2.95
1976-05-01,Manuf,-1.24
1976-05-01,Other,-1.67
1976-05-01,Shops,-5.67
1976-06-01,Enrgy,5.07
1976-06-01,Manuf,3.96
1976-06-01,Utils,4.27
1976-06-01,Shops,1.4
1976-06-01,NoDur,3.65
1976-06-01,HiTec,8.21
1976-06-01,Hlth,3.66
1976-06-01,Telcm,3.58
1976-06-01,Other,5.4
1976-06-01,Durbl,4.26
1976-07-01,Other,-0.05
1976-07-01,Enrgy,-0.66
1976-07-01,Hlth,-0.38
1976-07-01,Shops,-2.23
1976-07-01,Utils,2.82
1976-07-01,Durbl,-1.07
1976-07-01,Manuf,-1.87
1976-07-01,HiTec,-2.21
1976-07-01,NoDur,1.52
1976-07-01,Telcm,1.24
1976-08-01,HiTec,-0.84
1976-08-01,Enrgy,-0.88
1976-08-01,Other,-1.14
1976-08-01,Utils,2.93
1976-08-01,Shops,2.98
1976-08-01,NoDur,-0.29
1976-08-01,Telcm,4.73
1976-08-01,Hlth,2.17
1976-08-01,Manuf,-1.57
1976-08-01,Durbl,-1.43
1976-09-01,Utils,4.1
1976-09-01,Hlth,3.62
1976-09-01,Manuf,0.91
1976-09-01,Durbl,4.52
1976-09-01,Other,0.94
1976-09-01,Shops,0.37
1976-09-01,HiTec,2.89
1976-09-01,Enrgy,5.98
1976-09-01,Telcm,1.61
1976-09-01,NoDur,1.53
1976-10-01,Shops,-0.89
1976-10-01,Other,-0.46
1976-10-01,Enrgy,-2.41
1976-10-01,Utils,-0.84
1976-10-01,HiTec,-4.5
1976-10-01,Telcm,1.27
1976-10-01,NoDur,-1.6
1976-10-01,Durbl,-1.18
1976-10-01,Manuf,-3.55
1976-10-01,Hlth,-3.75
1976-11-01,Enrgy,0.86
1976-11-01,Manuf,-0.53
1976-11-01,Durbl,-0.75
1976-11-01,HiTec,1.66
1976-11-01,Other,2.04
1976-11-01,Hlth,-9.69
1976-11-01,Utils,3.16
1976-11-01,Shops,4.94
1976-11-01,NoDur,1.75
1976-11-01,Telcm,3.15
1976-12-01,Durbl,9.7
1976-12-01,Manuf,6.08
1976-12-01,Enrgy,6.27
1976-12-01,Other,8.39
1976-12-01,Hlth,6.26
1976-12-01,Telcm,3.46
1976-12-01,NoDur,5.24
1976-12-01,HiTec,3.84
1976-12-01,Shops,2.31
1976-12-01,Utils,6.53
1977-01-01,Durbl,-4.14
1977-01-01,NoDur,-4.08
1977-01-01,HiTec,-3.88
1977-01-01,Other,-4.15
1977-01-01,Telcm,0.1
1977-01-01,Shops,-7.0
1977-01-01,Enrgy,0.25
1977-01-01,Utils,0.8
1977-01-01,Hlth,-8.82
1977-01-01,Manuf,-5.84
1977-02-01,HiTec,-0.65
1977-02-01,Utils,-3.4
1977-02-01,Enrgy,-2.95
1977-02-01,Durbl,-3.49
1977-02-01,Shops,-1.87
1977-02-01,NoDur,-1.4
1977-02-01,Hlth,-0.21
1977-02-01,Other,-1.75
1977-02-01,Manuf,-0.72
1977-02-01,Telcm,0.97
1977-03-01,Utils,0.15
1977-03-01,Hlth,-1.79
1977-03-01,Shops,-2.72
1977-03-01,HiTec,-0.04
1977-03-01,Enrgy,-2.08
1977-03-01,NoDur,-1.39
1977-03-01,Durbl,-3.37
1977-03-01,Manuf,-0.15
1977-03-01,Telcm,-1.03
1977-03-01,Other,-0.11
1977-04-01,Telcm,0.67
1977-04-01,Manuf,0.57
1977-04-01,Utils,1.95
1977-04-01,Hlth,-5.2
1977-04-01,Enrgy,2.57
1977-04-01,Shops,-3.43
1977-04-01,HiTec,-3.45
1977-04-01,NoDur,0.52
1977-04-01,Other,2.16
1977-04-01,Durbl,3.19
1977-05-01,Shops,-2.74
1977-05-01,Telcm,1.43
1977-05-01,HiTec,-1.47
1977-05-01,Enrgy,-0.4
1977-05-01,Manuf,-2.7
1977-05-01,Other,-0.84
1977-05-01,Durbl,-0.5
1977-05-01,Hlth,-1.88
1977-05-01,NoDur,-0.95
1977-05-01,Utils,1.67
1977-06-01,NoDur,4.53
1977-06-01,HiTec,7.78
1977-06-01,Other,5.34
1977-06-01,Shops,6.02
1977-06-01,Utils,5.72
1977-06-01,Hlth,9.04
1977-06-01,Telcm,1.96
1977-06-01,Manuf,3.37
1977-06-01,Enrgy,6.06
1977-06-01,Durbl,4.32
1977-07-01,Other,-0.36
1977-07-01,Shops,-0.19
1977-07-01,Hlth,-2.24
1977-07-01,Utils,0.87
1977-07-01,Durbl,-2.43
1977-07-01,HiTec,-0.16
1977-07-01,NoDur,1.21
1977-07-01,Enrgy,-1.84
1977-07-01,Manuf,-3.52
1977-07-01,Telcm,-0.86
1977-08-01,Enrgy,-5.72
1977-08-01,Hlth,3.79
1977-08-01,Telcm,-2.26
1977-08-01,Manuf,-1.13
1977-08-01,HiTec,0.49
1977-08-01,NoDur,0.1
1977-08-01,Durbl,-0.87
1977-08-01,Shops,4.64
1977-08-01,Utils,-3.25
1977-08-01,Other,-1.24
1977-09-01,Enrgy,0.78
1977-09-01,Hlth,-0.84
1977-09-01,NoDur,0.26
1977-09-01,Telcm,3.47
1977-09-01,HiTec,-1.79
1977-09-01,Manuf,-0.97
1977-09-01,Utils,2.01
1977-09-01,Other,-0.08
1977-09-01,Durbl,1.6
1977-09-01,Shops,-0.66
1977-10-01,Other,-4.43
1977-10-01,Telcm,-5.01
1977-10-01,Manuf,-4.38
1977-10-01,Utils,-3.14
1977-10-01,Hlth,-1.68
1977-10-01,HiTec,-3.19
1977-10-01,NoDur,-3.34
1977-10-01,Durbl,-4.46
1977-10-01,Enrgy,-3.58
1977-10-01,Shops,-3.09
1977-11-01,Durbl,1.95
1977-11-01,NoDur,4.61
1977-11-01,Manuf,4.18
1977-11-01,Utils,4.3
1977-11-01,Hlth,6.02
1977-11-01,Telcm,2.21
1977-11-01,HiTec,5.22
1977-11-01,Other,6.46
1977-11-01,Enrgy,3.45
1977-11-01,Shops,5.47
1977-12-01,Enrgy,1.85
1977-12-01,NoDur,-0.01
1977-12-01,Shops,-1.33
1977-12-01,Durbl,-0.65
1977-12-01,Other,0.64
1977-12-01,HiTec,2.4
1977-12-01,Telcm,2.17
1977-12-01,Utils,-0.32
1977-12-01,Hlth,0.59
1977-12-01,Manuf,0.85
1978-01-01,Shops,-6.86
1978-01-01,Hlth,-1.86
1978-01-01,NoDur,-5.3
1978-01-01,Telcm,-4.15
1978-01-01,Enrgy,-6.9
1978-01-01,Durbl,-6.86
1978-01-01,Other,-5.32
1978-01-01,HiTec,-4.73
1978-01-01,Utils,-4.57
1978-01-01,Manuf,-5.94
1978-02-01,NoDur,0.13
1978-02-01,Shops,-0.43
1978-02-01,HiTec,-3.48
1978-02-01,Utils,-0.4
1978-02-01,Other,-0.16
1978-02-01,Telcm,4.12
1978-02-01,Durbl,0.41
1978-02-01,Manuf,-2.45
1978-02-01,Enrgy,-1.1
1978-02-01,Hlth,-3.0
1978-03-01,Shops,2.77
1978-03-01,NoDur,4.15
1978-03-01,Other,5.43
1978-03-01,Durbl,6.11
1978-03-01,Enrgy,2.03
1978-03-01,Manuf,3.83
1978-03-01,Utils,2.48
1978-03-01,Telcm,2.64
1978-03-01,HiTec,-0.69
1978-03-01,Hlth,4.16
1978-04-01,Durbl,9.68
1978-04-01,HiTec,13.31
1978-04-01,Manuf,11.41
1978-04-01,Other,9.33
1978-04-01,Enrgy,6.76
1978-04-01,Shops,10.88
1978-04-01,Utils,0.23
1978-04-01,NoDur,6.9
1978-04-01,Telcm,2.96
1978-04-01,Hlth,9.2
1978-05-01,Hlth,5.25
1978-05-01,Enrgy,0.81
1978-05-01,Shops,1.26
1978-05-01,Other,2.55
1978-05-01,Telcm,-0.39
1978-05-01,NoDur,4.25
1978-05-01,Manuf,4.28
1978-05-01,HiTec,1.62
1978-05-01,Durbl,0.13
1978-05-01,Utils,0.71
1978-06-01,Enrgy,-3.73
1978-06-01,Manuf,-1.52
1978-06-01,Telcm,-1.52
1978-06-01,Utils,0.82
1978-06-01,Shops,-1.95
1978-06-01,HiTec,-0.36
1978-06-01,Durbl,-2.86
1978-06-01,NoDur,-0.26
1978-06-01,Hlth,1.1
1978-06-01,Other,-0.27
1978-07-01,Shops,5.08
1978-07-01,Manuf,7.66
1978-07-01,Utils,2.82
1978-07-01,Enrgy,3.44
1978-07-01,HiTec,8.58
1978-07-01,Other,6.57
1978-07-01,NoDur,3.56
1978-07-01,Durbl,4.63
1978-07-01,Telcm,1.43
1978-07-01,Hlth,8.87
1978-08-01,HiTec,6.02
1978-08-01,Manuf,3.89
1978-08-01,Enrgy,5.13
1978-08-01,Durbl,2.88
1978-08-01,Hlth,1.0
1978-08-01,Shops,5.61
1978-08-01,Other,6.35
1978-08-01,Telcm,3.57
1978-08-01,Utils,0.45
1978-08-01,NoDur,4.13
1978-09-01,Manuf,-2.08
1978-09-01,Utils,-0.25
1978-09-01,Enrgy,4.76
1978-09-01,Telcm,1.21
1978-09-01,Durbl,-0.45
1978-09-01,Hlth,-2.75
1978-09-01,NoDur,-0.39
1978-09-01,HiTec,-4.16
1978-09-01,Other,-1.25
1978-09-01,Shops,-2.63
1978-10-01,Hlth,-12.84
1978-10-01,Enrgy,-10.61
1978-10-01,Shops,-14.07
1978-10-01,Manuf,-11.4
1978-10-01,Durbl,-11.18
1978-10-01,NoDur,-11.57
1978-10-01,Telcm,-4.53
1978-10-01,Other,-14.07
1978-10-01,HiTec,-10.82
1978-10-01,Utils,-7.11
1978-11-01,Telcm,3.01
1978-11-01,NoDur,2.21
1978-11-01,Other,2.51
1978-11-01,HiTec,5.08
1978-11-01,Durbl,0.78
1978-11-01,Shops,2.56
1978-11-01,Utils,3.02
1978-11-01,Manuf,3.04
1978-11-01,Hlth,5.18
1978-11-01,Enrgy,6.21
1978-12-01,Shops,-0.61
1978-12-01,Manuf,1.51
1978-12-01,Hlth,3.42
1978-12-01,NoDur,1.73
1978-12-01,Enrgy,2.95
1978-12-01,Telcm,0.1
1978-12-01,Utils,-1.23
1978-12-01,HiTec,6.44
1978-12-01,Other,1.32
1978-12-01,Durbl,-0.56
1979-01-01,Shops,5.64
1979-01-01,Other,6.07
1979-01-01,Durbl,4.99
1979-01-01,Utils,6.37
1979-01-01,NoDur,4.19
1979-01-01,Hlth,1.42
1979-01-01,Manuf,6.26
1979-01-01,Enrgy,3.19
1979-01-01,Telcm,3.64
1979-01-01,HiTec,4.31
1979-02-01,HiTec,-3.31
1979-02-01,Manuf,-4.47
1979-02-01,Utils,-1.6
1979-02-01,Enrgy,0.64
1979-02-01,Durbl,-3.54
1979-02-01,Other,-3.27
1979-02-01,NoDur,-3.51
1979-02-01,Hlth,-4.52
1979-02-01,Shops,-4.33
1979-02-01,Telcm,-0.63
1979-03-01,Durbl,6.6
1979-03-01,Utils,2.38
1979-03-01,Other,8.18
1979-03-01,Manuf,7.28
1979-03-01,Enrgy,9.3
1979-03-01,Telcm,0.16
1979-03-01,Hlth,5.05
1979-03-01,NoDur,4.07
1979-03-01,Shops,5.99
1979-03-01,HiTec,7.61
1979-04-01,Manuf,-0.35
1979-04-01,Hlth,0.42
1979-04-01,HiTec,0.33
1979-04-01,Shops,0.69
1979-04-01,Utils,-2.7
1979-04-01,Enrgy,4.31
1979-04-01,Durbl,2.99
1979-04-01,NoDur,0.22
1979-04-01,Other,1.55
1979-04-01,Telcm,-2.13
