player,age,team_id,per,ws,bpm,year
Justin Anderson,24,PHI,13.0,1.2,-0.9,2018
Kyle Anderson,24,SAS,15.9,6.2,2.9,2018
Ike Anigbogu,19,IND,21.6,0.1,1.9,2018
Carmelo Anthony,33,OKC,12.7,3.7,-1.9,2018
OG Anunoby,20,TOR,10.0,3.0,-0.6,2018
Ryan Arcidiacono,23,CHI,7.3,0.3,-4.1,2018
Trevor Ariza,32,HOU,11.8,5.3,0.7,2018
Darrell Arthur,29,DEN,8.4,0.0,-5.3,2018
Jamel Artis,25,ORL,6.9,0.0,-5.4,2018
Dwayne Bacon,22,CHO,5.8,-0.1,-4.7,2018
Ron Baker,24,NYK,9.3,0.5,-0.4,2018
Wade Baldwin,21,POR,16.6,0.3,1.9,2018
Lonzo Ball,20,LAL,12.5,2.0,1.0,2018
J.J. Barea,33,DAL,17.8,3.3,1.2,2018
Will Barton,27,DEN,16.2,6.2,1.1,2018
Nicolas Batum,29,CHO,14.4,3.5,0.4,2018
Jerryd Bayless,29,PHI,7.5,1.1,-2.8,2018
Aron Baynes,31,BOS,12.0,3.0,-2.9,2018
Kent Bazemore,28,ATL,14.5,2.2,0.6,2018
Bradley Beal,24,WAS,18.4,6.9,2.2,2018
Malik Beasley,21,DEN,9.0,0.3,-3.8,2018
Marco Belinelli,31,ATL,14.1,1.9,-0.2,2018
Marco Belinelli,31,PHI,14.2,1.8,-0.8,2018
Jordan Bell,23,GSW,18.0,2.9,2.8,2018
DeAndre' Bembry,23,ATL,7.6,-0.4,-4.7,2018
Dragan Bender,20,PHO,7.1,0.1,-3.7,2018
Patrick Beverley,29,LAC,12.4,0.4,0.5,2018
Khem Birch,25,ORL,16.4,1.8,-0.9,2018
Bismack Biyombo,25,ORL,14.1,2.9,-2.4,2018
Nemanja Bjelica,29,MIN,12.6,2.8,0.1,2018
Tarik Black,26,HOU,14.3,1.5,-2.6,2018
Antonio Blakeney,21,CHI,10.1,0.0,-5.2,2018
Eric Bledsoe,28,PHO,13.0,0.0,-3.2,2018
Eric Bledsoe,28,MIL,20.0,5.7,2.8,2018
Vander Blue,25,LAL,-1.8,-0.1,-8.4,2018
Andrew Bogut,33,LAL,10.9,0.4,-2.8,2018
Devin Booker,21,PHO,18.1,2.4,0.9,2018
Trevor Booker,30,BRK,15.4,0.6,-1.7,2018
Trevor Booker,30,PHI,14.5,1.7,0.7,2018
Trevor Booker,30,IND,14.7,0.7,-1.1,2018
Chris Boucher,25,GSW,-28.5,0.0,-33.1,2018
Avery Bradley,27,DET,9.7,-0.2,-3.9,2018
Avery Bradley,27,LAC,9.0,0.0,-4.4,2018
Tony Bradley,20,UTA,9.5,0.0,-7.5,2018
Corey Brewer,31,LAL,8.9,0.7,-3.1,2018
Corey Brewer,31,OKC,14.2,1.6,1.1,2018
Aaron Brooks,33,MIN,9.8,0.1,-3.8,2018
Dillon Brooks,22,MEM,9.8,1.2,-4.0,2018
MarShon Brooks,29,MEM,26.1,0.7,7.1,2018
Anthony Brown,25,MIN,41.9,0.0,30.5,2018
Bobby Brown,33,HOU,5.5,-0.2,-7.2,2018
Jaylen Brown,21,BOS,13.6,4.5,-0.5,2018
Lorenzo Brown,27,TOR,8.2,0.2,-2.5,2018
Markel Brown,26,HOU,-1.2,0.0,-10.8,2018
Thomas Bryant,20,LAL,9.9,0.1,-3.3,2018
Reggie Bullock,26,DET,13.6,4.2,0.7,2018
Trey Burke,25,NYK,21.0,2.4,2.5,2018
Alec Burks,26,UTA,13.1,1.9,-0.9,2018
Jimmy Butler,28,MIN,23.7,8.9,5.8,2018
Bruno Caboclo,22,TOR,-0.1,0.0,-2.6,2018
Bruno Caboclo,22,SAC,7.9,0.0,-6.1,2018
Kentavious Caldwell-Pope,24,LAL,13.2,5.3,0.3,2018
Isaiah Canaan,26,HOU,-7.3,0.0,-16.9,2018
Isaiah Canaan,26,PHO,13.7,0.7,-1.1,2018
Clint Capela,23,HOU,24.5,10.2,3.4,2018
DeMarre Carroll,31,BRK,14.3,4.1,0.2,2018
Vince Carter,41,SAC,10.8,1.2,-1.2,2018
Omri Casspi,29,GSW,15.5,2.2,-0.9,2018
Willie Cauley-Stein,24,SAC,17.6,3.9,-0.1,2018
Tyler Cavanaugh,23,ATL,13.0,1.2,-1.9,2018
Mario Chalmers,31,MEM,10.4,0.6,-3.2,2018
Tyson Chandler,35,PHO,14.2,2.7,-1.4,2018
Wilson Chandler,30,DEN,10.9,3.3,-2.1,2018
Marquese Chriss,20,PHO,11.1,0.7,-2.8,2018
Ian Clark,26,NOP,9.4,1.1,-3.5,2018
Jordan Clarkson,25,LAL,16.9,2.1,0.8,2018
Jordan Clarkson,25,CLE,15.4,1.0,-1.3,2018
Gian Clavell,24,DAL,7.4,0.1,-2.2,2018
John Collins,20,ATL,18.3,5.4,-0.2,2018
Zach Collins,20,POR,7.5,0.6,-4.3,2018
Kyle Collinsworth,26,DAL,10.0,0.5,-2.6,2018
Darren Collison,30,IND,18.8,7.6,2.7,2018
Nick Collison,37,OKC,13.2,0.1,-4.2,2018
Quinn Cook,24,GSW,12.8,1.6,-1.6,2018
Jack Cooley,26,SAC,19.7,0.3,-0.6,2018
DeMarcus Cousins,27,NOP,22.6,4.7,4.7,2018
Torrey Craig,27,DEN,9.8,0.9,-2.9,2018
Jamal Crawford,37,MIN,13.0,1.3,-2.3,2018
Jordan Crawford,29,NOP,19.1,0.2,4.2,2018
Jae Crowder,27,CLE,10.2,1.7,-3.0,2018
Jae Crowder,27,UTA,10.8,0.9,-1.7,2018
Dante Cunningham,30,NOP,8.4,1.6,-2.0,2018
Dante Cunningham,30,BRK,13.8,0.9,-0.9,2018
Stephen Curry,29,GSW,28.2,9.1,7.7,2018
Troy Daniels,26,PHO,9.8,1.4,-2.6,2018
Anthony Davis,24,NOP,28.9,13.7,6.7,2018
Ed Davis,28,POR,15.5,5.0,-0.6,2018
Dewayne Dedmon,28,ATL,15.8,3.7,0.1,2018
Sam Dekker,23,LAC,11.5,1.2,-2.9,2018
Malcolm Delaney,28,ATL,10.6,1.0,-2.6,2018
Matthew Dellavedova,27,MIL,8.6,0.5,-4.4,2018
Luol Deng,32,LAL,5.5,0.0,-2.9,2018
DeMar DeRozan,28,TOR,21.0,9.6,2.8,2018
Cheick Diallo,21,NOP,17.0,1.9,-1.2,2018
Gorgui Dieng,28,MIN,14.7,2.9,-1.0,2018
Tyler Dorsey,21,ATL,10.0,0.4,-2.9,2018
Milton Doyle,24,BRK,5.2,-0.1,-6.8,2018
PJ Dozier,21,OKC,-5.0,0.0,-20.4,2018
Andre Drummond,24,DET,22.9,10.3,3.2,2018
Jared Dudley,32,PHO,8.8,0.8,-2.5,2018
Kris Dunn,23,CHI,14.5,0.9,-1.3,2018
Kevin Durant,29,GSW,26.0,10.4,7.3,2018
Jarell Eddie,26,BOS,4.0,0.0,-1.3,2018
Jarell Eddie,26,CHI,-13.5,0.0,-22.1,2018
Henry Ellenson,21,DET,10.5,0.1,-4.4,2018
Joel Embiid,23,PHI,22.9,6.2,3.3,2018
James Ennis,27,MEM,11.9,2.0,-0.6,2018
James Ennis,27,DET,11.2,1.0,-2.3,2018
Tyler Ennis,23,LAL,11.1,0.8,-2.1,2018
Jawun Evans,21,LAC,7.2,-0.2,-5.0,2018
Jeremy Evans,30,ATL,10.4,0.0,-9.9,2018
Tyreke Evans,28,MEM,21.1,4.2,4.5,2018
Dante Exum,22,UTA,16.7,0.7,0.1,2018
Kenneth Faried,28,DEN,17.4,1.3,-2.1,2018
Derrick Favors,26,UTA,18.8,8.0,1.5,2018
Raymond Felton,33,OKC,13.0,2.2,-0.6,2018
Yogi Ferrell,24,DAL,11.4,3.0,-1.4,2018
Dorian Finney-Smith,24,DAL,7.6,0.1,-4.6,2018
Bryn Forbes,24,SAS,9.1,2.1,-3.1,2018
Evan Fournier,25,ORL,15.5,3.3,-0.6,2018
De'Aaron Fox,20,SAC,11.2,-0.6,-4.2,2018
Tim Frazier,27,WAS,11.3,1.4,-0.9,2018
Markelle Fultz,19,PHI,12.4,0.2,-2.6,2018
Danilo Gallinari,29,LAC,13.8,1.2,-0.5,2018
Langston Galloway,26,DET,12.2,1.4,0.1,2018
Marc Gasol,33,MEM,17.4,4.0,2.3,2018
Pau Gasol,37,SAS,18.9,6.0,3.4,2018
Rudy Gay,31,SAS,18.0,3.1,0.8,2018
Paul George,27,OKC,18.7,8.9,2.9,2018
Rudy Gobert,25,UTA,20.7,8.1,3.4,2018
Aaron Gordon,22,ORL,16.5,2.9,0.3,2018
Eric Gordon,29,HOU,15.2,4.7,0.4,2018
Marcin Gortat,33,WAS,14.7,4.9,-0.6,2018
Treveon Graham,24,CHO,9.0,1.8,-2.7,2018
Jerami Grant,23,OKC,16.2,5.4,0.3,2018
Jerian Grant,25,CHI,14.3,3.3,-1.3,2018
Josh Gray,24,PHO,7.2,-0.2,-4.2,2018
Draymond Green,27,GSW,16.1,6.1,2.8,2018
JaMychal Green,27,MEM,14.0,2.6,-2.3,2018
Jeff Green,31,CLE,14.8,3.9,-1.8,2018
Blake Griffin,28,LAC,20.4,3.0,3.4,2018
Blake Griffin,28,DET,18.5,1.9,3.4,2018
James Harden,28,HOU,29.8,15.4,9.9,2018
Maurice Harkless,24,POR,12.6,3.2,1.4,2018
Montrezl Harrell,24,LAC,24.7,5.5,3.3,2018
Devin Harris,34,DAL,13.5,1.4,-1.0,2018
Devin Harris,34,DEN,12.4,1.1,-2.9,2018
Gary Harris,23,DEN,16.5,5.5,0.8,2018
Joe Harris,26,BRK,13.3,4.0,0.1,2018
Tobias Harris,25,DET,16.7,4.1,1.7,2018
Tobias Harris,25,LAC,17.7,2.6,2.1,2018
Aaron Harrison,23,DAL,5.1,-0.1,-7.5,2018
Andrew Harrison,23,MEM,12.7,1.7,-1.5,2018
Josh Hart,22,LAL,12.2,3.4,-0.1,2018
Udonis Haslem,37,MIA,1.8,-0.1,-7.7,2018
Nigel Hayes,23,LAL,9.8,0.0,-1.7,2018
Nigel Hayes,23,TOR,34.9,0.0,18.2,2018
Nigel Hayes,23,SAC,4.4,-0.1,-5.2,2018
Gordon Hayward,27,BOS,7.3,0.0,-7.4,2018
John Henson,27,MIL,15.7,4.9,-0.9,2018
Isaiah Hicks,23,NYK,6.8,0.0,-7.6,2018
Buddy Hield,25,SAC,16.1,2.8,1.0,2018
George Hill,31,SAC,14.0,2.1,-0.5,2018
George Hill,31,CLE,12.2,1.1,-1.2,2018
Solomon Hill,26,NOP,4.8,-0.1,-4.8,2018
Darrun Hilliard,24,SAS,3.4,0.0,-7.9,2018
Justin Holiday,28,CHI,10.8,1.7,-1.9,2018
John Holland,29,CLE,5.9,-0.2,-5.5,2018
Richaun Holmes,24,PHI,17.4,2.8,1.1,2018
Rodney Hood,25,UTA,15.1,1.9,0.5,2018
Rodney Hood,25,CLE,12.7,0.8,-1.5,2018
Scotty Hopson,28,DAL,-4.6,0.0,-14.0,2018
Al Horford,31,BOS,17.6,7.8,4.4,2018
Danuel House,24,PHO,12.4,0.6,-1.6,2018
Dwight Howard,32,CHO,20.5,6.8,-0.1,2018
Josh Huestis,26,OKC,5.4,0.5,-3.9,2018
Andre Iguodala,34,GSW,11.2,3.2,-0.3,2018
Joe Ingles,30,UTA,14.4,7.6,2.3,2018
Kyrie Irving,25,BOS,25.0,8.9,7.3,2018
Jonathan Isaac,20,ORL,9.8,0.2,-1.4,2018
Wesley Iwundu,23,ORL,7.8,0.7,-4.3,2018
Jarrett Jack,34,NYK,11.5,1.2,-2.8,2018
Demetrius Jackson,23,HOU,0.2,-0.2,-8.5,2018
Demetrius Jackson,23,PHI,24.5,0.1,7.3,2018
Josh Jackson,20,PHO,11.8,-0.7,-4.2,2018
Reggie Jackson,27,DET,15.9,2.0,-0.4,2018
LeBron James,33,CLE,28.6,14.0,8.7,2018
Mike James,27,PHO,14.2,0.3,-1.2,2018
Mike James,27,NOP,3.5,-0.1,-10.1,2018
Jonas Jerebko,30,UTA,13.2,3.4,0.1,2018
Amir Johnson,30,PHI,14.9,4.1,1.0,2018
Brice Johnson,23,LAC,21.3,0.1,4.5,2018
Brice Johnson,23,MEM,16.2,0.0,-3.6,2018
Dakari Johnson,22,OKC,16.4,0.6,-0.3,2018
James Johnson,30,MIA,15.8,5.0,1.6,2018
Joe Johnson,36,UTA,9.0,0.6,-2.6,2018
Joe Johnson,36,HOU,6.8,0.4,-3.3,2018
Stanley Johnson,21,DET,9.0,1.8,-2.9,2018
Tyler Johnson,25,MIA,13.0,4.2,-0.3,2018
Damian Jones,22,GSW,6.8,0.1,-7.1,2018
Tyus Jones,21,MIN,14.1,3.6,0.8,2018
DeAndre Jordan,29,LAC,20.2,9.4,1.4,2018
Cory Joseph,26,IND,11.0,3.1,-1.5,2018
Frank Kaminsky,24,CHO,14.4,3.6,-0.2,2018
Luke Kennard,21,DET,12.1,2.6,-0.8,2018
Michael Kidd-Gilchrist,24,CHO,12.5,3.3,-2.1,2018
Sean Kilpatrick,28,BRK,4.9,-0.4,-7.6,2018
Sean Kilpatrick,28,MIL,11.3,0.1,-2.6,2018
Sean Kilpatrick,28,LAC,10.5,0.0,-4.5,2018
Sean Kilpatrick,28,CHI,17.7,0.4,1.3,2018
Maxi Kleber,26,DAL,13.4,2.8,-0.5,2018
Furkan Korkmaz,20,PHI,3.4,0.0,-7.6,2018
Kyle Korver,36,CLE,13.4,3.4,0.2,2018
Kosta Koufos,28,SAC,17.5,3.9,-0.4,2018
Kyle Kuzma,22,LAL,14.2,3.8,-0.7,2018
Mindaugas Kuzminskas,28,NYK,-41.1,0.0,-54.7,2018
Shane Larkin,25,BOS,10.3,1.4,-1.7,2018
Joffrey Lauvergne,26,SAS,16.5,1.3,-1.0,2018
Zach LaVine,22,CHI,14.6,0.3,-2.3,2018
Jake Layman,23,POR,4.9,-0.1,-4.3,2018
T.J. Leaf,20,IND,10.7,0.8,-3.1,2018
Damion Lee,25,ATL,12.0,0.4,-1.9,2018
Alex Len,24,PHO,19.4,4.5,0.3,2018
Kawhi Leonard,26,SAS,26.0,0.9,10.1,2018
Jon Leuer,28,DET,8.9,0.1,-4.6,2018
Caris LeVert,23,BRK,14.2,2.3,-0.8,2018
DeAndre Liggins,29,MIL,5.0,0.2,-2.8,2018
DeAndre Liggins,29,NOP,7.8,0.3,-1.8,2018
Damian Lillard,27,POR,25.2,12.6,7.2,2018
Jeremy Lin,29,BRK,15.9,0.0,-5.4,2018
Shaun Livingston,32,GSW,11.6,1.8,-3.1,2018
Kevon Looney,21,GSW,14.8,2.8,-0.2,2018
Robin Lopez,29,CHI,14.7,1.9,-2.2,2018
Kevin Love,29,CLE,22.4,6.4,3.3,2018
Kyle Lowry,31,TOR,19.5,10.2,5.2,2018
Tyler Lydon,21,DEN,0.0,0.0,-5.4,2018
Trey Lyles,22,DEN,17.9,3.9,1.3,2018
Shelvin Mack,27,ORL,13.3,1.9,-1.4,2018
Josh Magette,28,ATL,11.9,0.4,-2.6,2018
Ian Mahinmi,31,WAS,12.2,2.2,-4.4,2018
Thon Maker,20,MIL,10.2,1.5,-3.5,2018
Lauri Markkanen,20,CHI,15.6,3.3,-0.2,2018
Jarell Martin,23,MEM,10.5,1.3,-4.0,2018
Wesley Matthews,31,DAL,11.4,2.6,-0.9,2018
Luc Mbah a Moute,31,HOU,10.3,2.8,-0.2,2018
James Michael McAdoo,25,PHI,7.4,0.0,-3.0,2018
Patrick McCaw,22,GSW,7.4,0.6,-4.1,2018
CJ McCollum,26,POR,17.0,6.6,1.2,2018
T.J. McConnell,25,PHI,12.5,3.8,0.0,2018
Doug McDermott,26,NYK,9.9,1.3,-2.1,2018
Doug McDermott,26,DAL,11.5,1.0,-2.6,2018
JaVale McGee,30,GSW,22.3,2.7,1.5,2018
Rodney McGruder,26,MIA,12.0,0.8,-1.4,2018
Trey McKinney-Jones,27,IND,0.0,0.0,-8.5,2018
Alfonzo McKinnie,25,TOR,10.1,0.1,-3.0,2018
Ben McLemore,24,MEM,9.7,0.5,-3.9,2018
Josh McRoberts,30,DAL,-12.5,0.0,-21.4,2018
Jodie Meeks,30,WAS,12.4,2.0,-1.1,2018
Salah Mejri,31,DAL,17.8,2.7,0.7,2018
Jordan Mickey,23,MIA,10.6,0.3,-5.6,2018
Khris Middleton,26,MIL,17.4,6.9,0.0,2018
C.J. Miles,30,TOR,13.0,2.9,0.3,2018
Darius Miller,27,NOP,9.3,3.0,-1.9,2018
Malcolm Miller,24,TOR,8.9,0.2,-1.0,2018
Patty Mills,29,SAS,11.8,4.1,-1.0,2018
Paul Millsap,32,DEN,17.0,2.5,0.4,2018
Donovan Mitchell,21,UTA,16.7,5.2,1.2,2018
Naz Mitrou-Long,24,UTA,133.8,0.1,242.2,2018
Malik Monk,19,CHO,10.3,0.0,-3.4,2018
Greg Monroe,27,MIL,11.1,0.0,-5.6,2018
Greg Monroe,27,PHO,21.0,1.4,2.1,2018
Greg Monroe,27,BOS,23.0,2.0,3.6,2018
Ben Moore,22,IND,-2.3,0.0,-9.3,2018
E'Twaun Moore,28,NOP,12.1,4.4,-1.6,2018
Eric Moreland,26,DET,13.9,2.3,0.5,2018
Marcus Morris,28,BOS,14.5,3.2,-0.1,2018
Markieff Morris,28,WAS,13.2,3.3,-1.3,2018
Monte Morris,22,DEN,27.1,0.2,9.4,2018
Emmanuel Mudiay,21,DEN,12.3,0.3,-3.5,2018
Emmanuel Mudiay,21,NYK,10.2,-0.3,-4.6,2018
Shabazz Muhammad,25,MIN,9.3,0.0,-5.9,2018
Shabazz Muhammad,25,MIL,31.0,0.7,6.0,2018
Xavier Munford,25,MIL,-2.1,-0.1,-11.3,2018
Dejounte Murray,21,SAS,15.1,3.2,0.5,2018
Jamal Murray,20,DEN,16.1,5.5,-0.3,2018
Shabazz Napier,26,POR,14.2,3.2,0.7,2018
Jameer Nelson,35,NOP,8.9,0.8,-2.6,2018
Jameer Nelson,35,DET,2.6,-0.3,-8.4,2018
Raul Neto,25,UTA,11.9,0.9,-1.4,2018
Georges Niang,24,UTA,9.2,0.0,-4.0,2018
Joakim Noah,32,NYK,15.6,0.1,-0.8,2018
Nerlens Noel,23,DAL,16.2,1.3,0.5,2018
Lucas Nogueira,25,TOR,17.3,1.6,5.2,2018
Dirk Nowitzki,39,DAL,16.7,4.8,2.3,2018
Frank Ntilikina,19,NYK,7.0,-0.9,-5.0,2018
David Nwaba,25,CHI,12.2,2.4,-2.5,2018
Royce O'Neale,24,UTA,10.8,2.4,-0.2,2018
Kyle O'Quinn,27,NYK,20.0,4.8,3.1,2018
Emeka Okafor,35,NOP,16.4,1.0,-1.2,2018
Jahlil Okafor,22,PHI,8.8,0.0,-6.3,2018
Jahlil Okafor,22,BRK,15.8,0.6,-1.4,2018
Victor Oladipo,25,IND,23.1,8.2,5.8,2018
Kelly Olynyk,26,MIA,17.8,5.5,2.3,2018
Chinanu Onuaku,21,HOU,-3.2,-0.1,-14.7,2018
Cedi Osman,22,CLE,11.0,0.9,-2.9,2018
Zaza Pachulia,33,GSW,17.0,3.3,0.0,2018
Georgios Papagiannis,20,SAC,10.7,0.0,-5.6,2018
Georgios Papagiannis,20,POR,58.1,0.1,39.9,2018
Jabari Parker,22,MIL,17.1,1.2,-0.8,2018
Tony Parker,35,SAS,12.7,1.4,-3.3,2018
Chandler Parsons,29,MEM,13.6,1.1,0.8,2018
Patrick Patterson,28,OKC,10.0,2.6,-0.2,2018
Justin Patton,20,MIN,19.8,0.0,3.2,2018
Chris Paul,32,HOU,24.4,10.2,7.1,2018
Adreian Payne,26,ORL,18.8,0.2,2.4,2018
Cameron Payne,23,CHI,14.0,0.8,-0.4,2018
Elfrid Payton,23,ORL,18.1,2.7,1.1,2018
Elfrid Payton,23,PHO,13.1,0.1,-3.2,2018
Kendrick Perkins,33,CLE,8.4,0.0,-2.2,2018
London Perrantes,23,CLE,0.7,-0.1,-9.2,2018
Alec Peters,22,PHO,10.7,0.3,-2.8,2018
Marshall Plumlee,25,MIL,10.9,0.2,-4.5,2018
Mason Plumlee,27,DEN,16.9,3.6,0.5,2018
Jakob Poeltl,22,TOR,17.5,5.6,0.4,2018
Quincy Pondexter,29,CHI,4.0,-0.2,-7.4,2018
Bobby Portis,22,CHI,19.7,3.5,0.8,2018
Dwight Powell,26,DAL,18.8,6.6,1.6,2018
Norman Powell,24,TOR,8.5,0.6,-2.9,2018
Jacob Pullen,28,PHI,-2.3,0.0,-12.7,2018
Rodney Purvis,23,ORL,4.5,-0.3,-8.2,2018
Zhou Qi,22,HOU,1.9,-0.3,-10.1,2018
Tim Quarterman,23,HOU,2.9,0.0,-9.7,2018
Ivan Rabb,20,MEM,16.6,1.2,-2.0,2018
Zach Randolph,36,SAC,17.3,1.5,-1.0,2018
Xavier Rathan-Mayes,23,MEM,0.9,-0.4,-11.5,2018
Davon Reed,22,PHO,4.8,-0.3,-6.4,2018
Josh Richardson,24,MIA,13.6,5.4,0.7,2018
Malachi Richardson,22,SAC,5.8,-0.1,-6.0,2018
Malachi Richardson,22,TOR,10.5,0.0,-8.6,2018
Austin Rivers,25,LAC,12.6,2.4,-1.2,2018
Andre Roberson,26,OKC,10.9,2.2,-0.1,2018
Devin Robinson,22,WAS,10.5,0.0,-2.1,2018
Rajon Rondo,31,NOP,15.3,3.6,-0.3,2018
Derrick Rose,29,CLE,11.6,-0.1,-5.4,2018
Derrick Rose,29,MIN,11.2,-0.1,-5.5,2018
Ricky Rubio,27,UTA,15.4,5.3,0.7,2018
D'Angelo Russell,21,BRK,15.2,0.4,-1.2,2018
Domantas Sabonis,21,IND,17.5,4.7,-1.1,2018
JaKarr Sampson,24,SAC,13.9,0.8,-1.2,2018
Mike Scott,29,WAS,13.6,2.5,-1.7,2018
Thabo Sefolosha,33,UTA,15.8,2.6,2.7,2018
Ramon Sessions,31,NYK,6.2,-0.2,-5.4,2018
Ramon Sessions,31,WAS,14.9,0.5,-1.6,2018
Iman Shumpert,27,CLE,6.4,0.0,-3.3,2018
Pascal Siakam,23,TOR,14.5,4.7,1.3,2018
Xavier Silas,30,BOS,-4.9,0.0,-8.1,2018
Ben Simmons,21,PHI,20.0,9.2,4.5,2018
Jonathon Simmons,28,ORL,12.7,1.9,-3.1,2018
Kyle Singler,29,OKC,5.9,0.0,-6.7,2018
J.R. Smith,32,CLE,8.4,1.4,-3.0,2018
Jason Smith,31,WAS,8.8,0.0,-6.4,2018
Marreese Speights,30,ORL,13.7,0.6,-1.1,2018
Nik Stauskas,24,PHI,0.9,0.0,-5.9,2018
Nik Stauskas,24,BRK,9.8,0.4,-2.0,2018
Lance Stephenson,27,IND,12.4,1.8,-1.8,2018
David Stockton,26,UTA,33.9,0.1,7.9,2018
Julyan Stone,29,CHO,7.6,0.3,-1.3,2018
Edmond Sumner,22,IND,39.8,0.0,6.9,2018
Jayson Tatum,19,BOS,15.3,7.1,1.2,2018
Jeff Teague,29,MIN,16.4,4.9,0.4,2018
Marquis Teague,24,MEM,5.7,-0.1,-5.7,2018
Jason Terry,40,MIL,8.1,0.7,-2.0,2018
Daniel Theis,25,BOS,16.1,3.5,0.3,2018
Isaiah Thomas,28,CLE,12.3,-0.1,-4.8,2018
Isaiah Thomas,28,LAL,12.8,0.2,-4.9,2018
Lance Thomas,29,NYK,6.3,0.9,-3.7,2018
Klay Thompson,27,GSW,16.0,4.9,-0.4,2018
Tristan Thompson,26,CLE,13.6,2.5,-2.9,2018
Sindarius Thornwell,23,LAC,8.2,1.0,-2.4,2018
Anthony Tolliver,32,DET,13.9,5.3,0.9,2018
Karl-Anthony Towns,22,MIN,24.9,14.0,5.1,2018
Evan Turner,29,POR,9.9,2.6,-2.5,2018
Myles Turner,21,IND,16.6,4.7,-0.2,2018
Ekpe Udoh,30,UTA,15.2,3.2,3.1,2018
Denzel Valentine,24,CHI,12.1,2.5,-1.0,2018
Fred VanVleet,23,TOR,15.9,4.7,2.4,2018
Rashad Vaughn,21,MIL,11.1,0.3,-1.3,2018
Rashad Vaughn,21,BRK,4.1,0.0,-5.3,2018
Rashad Vaughn,21,ORL,1.1,-0.1,-9.0,2018
Dwyane Wade,36,CLE,15.9,1.3,-0.2,2018
Dwyane Wade,36,MIA,13.1,-0.1,-2.8,2018
Dion Waiters,26,MIA,10.5,0.1,-3.5,2018
Kemba Walker,27,CHO,20.6,8.6,4.0,2018
John Wall,27,WAS,19.1,2.7,3.0,2018
Derrick Walton,22,MIA,11.2,0.4,1.3,2018
Jameel Warney,24,DAL,22.5,0.1,-0.2,2018
Travis Wear,27,LAL,6.9,0.2,-3.7,2018
Briante Weber,25,HOU,11.1,0.3,1.5,2018
Briante Weber,25,MEM,9.2,0.1,-4.0,2018
Russell Westbrook,29,OKC,24.7,10.1,6.3,2018
Andrew White,24,ATL,5.8,-0.1,-5.5,2018
Derrick White,23,SAS,15.9,0.5,2.3,2018
Okaro White,25,MIA,8.9,0.2,-0.7,2018
Isaiah Whitehead,22,BRK,11.5,-0.1,-3.8,2018
Hassan Whiteside,28,MIA,24.1,5.3,2.6,2018
Andrew Wiggins,22,MIN,13.0,2.1,-2.4,2018
Jacob Wiley,23,BRK,8.2,0.1,-2.3,2018
Damien Wilkins,38,IND,4.9,-0.1,-6.1,2018
Alan Williams,25,PHO,9.3,0.0,-5.0,2018
Derrick Williams,26,LAL,-3.2,0.0,-16.8,2018
Lou Williams,31,LAC,20.2,6.7,2.3,2018
Troy Williams,23,HOU,-2.4,-0.1,-15.7,2018
Troy Williams,23,NYK,16.2,0.6,0.4,2018
D.J. Wilson,21,MIL,10.3,0.1,-2.0,2018
Jamil Wilson,27,LAC,11.4,0.5,0.2,2018
Justise Winslow,21,MIA,11.5,2.6,-1.1,2018
Jeff Withey,27,DAL,8.3,0.0,-5.0,2018
Nate Wolters,26,UTA,-2.9,-0.1,-12.8,2018
Brandan Wright,30,MEM,19.3,1.2,2.3,2018
Brandan Wright,30,HOU,11.3,0.0,-1.2,2018
Delon Wright,25,TOR,16.5,4.5,3.3,2018
James Young,22,PHI,4.6,0.1,-6.9,2018
Joe Young,25,IND,10.1,0.5,-3.5,2018
Nick Young,32,GSW,10.0,1.7,-3.5,2018
Thaddeus Young,29,IND,14.8,5.5,0.2,2018
Cody Zeller,25,CHO,15.9,1.9,-1.2,2018
Tyler Zeller,28,BRK,15.3,1.5,-1.0,2018
Tyler Zeller,28,MIL,17.1,1.4,-2.1,2018
Ivica Zubac,20,LAL,15.3,1.0,-2.0,2018
Quincy Acy,26,DAL,-1.4,-0.1,-14.3,2017
Quincy Acy,26,BRK,13.1,1.1,-0.9,2017
Steven Adams,23,OKC,16.5,6.5,-0.2,2017
Alexis Ajinça,28,NOP,12.9,1.0,-3.3,2017
Cole Aldrich,28,MIN,12.7,1.3,-0.8,2017
LaMarcus Aldridge,31,SAS,18.6,7.2,0.8,2017
Tony Allen,35,MEM,13.3,3.1,-1.0,2017
Al-Farouq Aminu,26,POR,11.3,1.9,-1.1,2017
Alan Anderson,34,LAC,5.0,0.1,-6.1,2017
Justin Anderson,23,DAL,14.7,1.0,-1.0,2017
Justin Anderson,23,PHI,12.8,0.9,-1.9,2017
Kyle Anderson,23,SAS,12.5,2.7,1.8,2017
Carmelo Anthony,32,NYK,17.9,4.7,0.7,2017
Trevor Ariza,31,HOU,12.4,6.0,1.0,2017
Darrell Arthur,28,DEN,12.8,1.1,-0.1,2017
Ron Baker,23,NYK,7.5,-0.1,-4.7,2017
Wade Baldwin,20,MEM,6.5,-0.3,-5.5,2017
Leandro Barbosa,34,PHO,11.5,0.6,-2.5,2017
J.J. Barea,32,DAL,17.2,1.3,1.5,2017
Will Barton,26,DEN,15.5,3.3,0.2,2017
Nicolas Batum,28,CHO,15.8,4.6,0.8,2017
